Engagement_ID,Alumni_ID,Event_ID,Participation_Score,Feedback_Text,Checkin_Method,Attendance_Status,Feedback_Rating,Survey_Completed,Hours_Spent,Registered_Flag,RSVP_Date,Followup_Sent,Followup_Response,Badge_Earned,Certificate_Issued,Photo_Consent,Comments,Created_At,Updated_At
340,34,671,100,Relevant content,Manual,No-Show,3,No,2.43,Yes,2017-12-26,Yes,Later,Attendee,No,Yes,Good content,2015-06-10,2025-03-17
341,763,530,94,Average experience,Manual,Attended,1,No,1.27,Yes,2016-10-09,No,Yes,Volunteer,No,No,Great panelists,2020-05-30,2022-11-04
342,36,354,69,Average experience,QR,Attended,1,Yes,1.53,Yes,2021-02-25,No,Later,Attendee,Yes,Yes,Great panelists,2018-11-28,2025-10-15
343,488,850,73,Helpful for interviews,Manual,Cancelled,4,Yes,2.1,Yes,2020-06-14,Yes,Later,Speaker,No,No,Great panelists,2025-09-25,2024-10-15
344,5,458,100,Good alumni connections,QR,Cancelled,5,No,1.33,Yes,2016-08-27,No,Yes,Speaker,No,Yes,Great panelists,2024-12-28,2020-01-15
345,32,255,94,Average experience,QR,Attended,5,Yes,1.39,Yes,2024-01-23,Yes,Later,Mentor,No,Yes,Good content,2020-06-17,2025-06-27
346,524,2,66,Informative session,Manual,No-Show,2,Yes,0.25,Yes,2024-05-19,Yes,No,Speaker,Yes,No,Great panelists,2023-07-09,2022-04-14
347,349,986,70,Average experience,Kiosk,Attended,1,Yes,1.62,Yes,2018-09-10,No,Yes,Volunteer,Yes,Yes,Good content,2019-03-03,2021-01-18
348,150,735,92,Informative session,Kiosk,No-Show,3,No,1.83,Yes,2019-11-18,No,Yes,Attendee,Yes,Yes,Great panelists,2025-10-19,2025-08-07
349,975,849,78,Great networking opportunity,Kiosk,Cancelled,4,No,1.25,Yes,2023-02-06,Yes,Later,Volunteer,Yes,Yes,Would attend again,2020-12-10,2015-01-08
350,549,235,71,Informative session,QR,No-Show,2,No,1.37,Yes,2018-11-16,No,Later,Mentor,Yes,No,Great panelists,2023-10-06,2015-12-28
351,510,277,76,Met potential employers,Kiosk,Attended,5,Yes,1.58,Yes,2023-08-23,Yes,Later,Mentor,No,No,Would attend again,2025-08-24,2017-05-17
352,701,642,86,Met potential employers,Manual,Cancelled,1,No,1.03,Yes,2016-11-01,No,No,Volunteer,Yes,No,Looking for internship,2015-10-11,2017-02-17
353,960,886,63,Average experience,QR,Cancelled,4,Yes,1.84,Yes,2016-09-15,Yes,Later,Attendee,Yes,No,Would attend again,2016-10-12,2017-05-20
354,168,761,64,Average experience,QR,Cancelled,3,Yes,2.2,Yes,2024-04-21,Yes,Yes,Speaker,No,Yes,Good content,2021-01-06,2020-02-12
355,436,318,100,Great networking opportunity,Manual,Attended,3,No,2.04,Yes,2023-12-31,No,No,Attendee,No,Yes,Would attend again,2016-03-25,2019-03-31
356,789,955,90,Good alumni connections,QR,Cancelled,1,Yes,1.49,Yes,2017-08-02,Yes,No,Volunteer,Yes,Yes,Great panelists,2016-04-09,2018-05-07
357,2,358,76,Average experience,Kiosk,No-Show,5,No,0.25,Yes,2022-07-22,Yes,Later,Speaker,Yes,No,Looking for internship,2025-07-28,2022-05-24
358,285,493,65,Average experience,Manual,Attended,2,No,1.85,Yes,2017-11-01,No,No,Attendee,Yes,No,Looking for internship,2019-10-07,2024-06-30
359,919,575,87,Relevant content,QR,No-Show,4,No,1.43,Yes,2015-09-05,No,Later,Speaker,No,No,Would attend again,2021-01-05,2021-01-04
360,881,741,86,Good alumni connections,QR,Cancelled,4,No,2.0,Yes,2016-05-19,No,Yes,Speaker,No,Yes,Great panelists,2023-05-08,2015-12-08
361,397,536,92,Great networking opportunity,Manual,Attended,1,No,0.88,Yes,2025-04-01,No,Later,Speaker,No,Yes,Good content,2016-06-24,2018-09-01
362,832,176,62,Average experience,Manual,No-Show,1,No,2.06,Yes,2025-01-25,Yes,Later,Mentor,No,Yes,Would attend again,2021-08-08,2020-01-12
363,301,572,71,Helpful for interviews,Manual,Cancelled,3,Yes,1.68,Yes,2015-03-18,Yes,Later,Speaker,No,Yes,Good content,2021-11-11,2016-10-13
364,179,494,82,Informative session,Kiosk,Cancelled,5,No,2.94,Yes,2022-01-11,Yes,Later,Attendee,Yes,Yes,Would attend again,2021-08-21,2022-07-22
365,84,510,82,Great networking opportunity,Manual,Attended,3,Yes,1.05,Yes,2019-07-21,Yes,Yes,Mentor,No,Yes,Looking for internship,2021-04-13,2015-09-27
366,416,70,73,Met potential employers,QR,Cancelled,4,No,2.61,Yes,2022-09-09,No,No,Volunteer,Yes,No,Good content,2021-01-01,2018-10-13
367,51,644,54,Helpful for interviews,Kiosk,No-Show,3,No,2.79,Yes,2021-11-01,No,No,Speaker,No,No,Would attend again,2019-10-22,2019-11-08
368,877,627,96,Average experience,QR,Attended,2,No,1.81,Yes,2015-12-21,Yes,Later,Volunteer,No,Yes,Great panelists,2021-10-16,2022-05-30
369,607,586,100,Met potential employers,QR,No-Show,5,No,1.44,Yes,2015-07-12,No,Later,Volunteer,No,No,Looking for internship,2023-01-05,2020-07-09
370,604,311,70,Relevant content,QR,Attended,3,Yes,1.09,Yes,2023-07-16,Yes,No,Speaker,No,No,Good content,2023-01-27,2020-01-15
371,186,848,59,Great networking opportunity,QR,Cancelled,1,No,1.95,Yes,2023-11-23,Yes,Later,Attendee,No,Yes,Looking for internship,2021-03-17,2018-01-23
372,612,904,99,Relevant content,Kiosk,Cancelled,5,No,0.25,Yes,2015-06-01,Yes,Yes,Speaker,Yes,Yes,Would attend again,2021-09-29,2021-12-12
373,783,976,97,Great networking opportunity,Manual,Attended,1,Yes,1.79,Yes,2018-07-31,No,No,Attendee,Yes,Yes,Looking for internship,2016-02-22,2020-03-12
374,197,163,71,Relevant content,Kiosk,No-Show,2,Yes,1.49,Yes,2016-01-15,No,Yes,Mentor,No,No,Good content,2020-11-05,2023-03-22
375,461,58,89,Informative session,Kiosk,Attended,3,Yes,2.26,Yes,2017-04-11,No,No,Volunteer,No,No,Great panelists,2019-03-23,2023-12-11
376,334,95,95,Great networking opportunity,Kiosk,Attended,1,Yes,1.53,Yes,2025-06-16,Yes,No,Attendee,Yes,No,Looking for internship,2016-07-14,2025-02-20
377,106,117,92,Relevant content,Manual,Cancelled,3,No,0.25,Yes,2021-02-22,Yes,Later,Attendee,No,No,Would attend again,2018-07-19,2015-02-09
378,733,853,100,Met potential employers,QR,Attended,4,Yes,1.83,Yes,2019-02-07,Yes,Later,Speaker,No,No,Would attend again,2021-09-08,2022-06-13
379,671,641,88,Helpful for interviews,Kiosk,Attended,1,No,1.48,Yes,2025-10-31,Yes,Later,Volunteer,Yes,Yes,Great panelists,2025-01-03,2016-10-07
380,168,84,92,Great networking opportunity,Kiosk,No-Show,2,No,0.89,Yes,2016-09-24,No,No,Volunteer,No,Yes,Great panelists,2023-10-14,2019-11-15
381,399,565,59,Met potential employers,Kiosk,No-Show,2,No,0.88,Yes,2017-02-23,No,No,Speaker,Yes,No,Looking for internship,2016-01-17,2018-12-26
382,636,897,99,Average experience,Manual,Attended,3,Yes,1.48,Yes,2024-05-07,Yes,Later,Speaker,Yes,No,Great panelists,2018-06-19,2023-12-03
383,41,903,46,Met potential employers,QR,No-Show,3,Yes,0.3,Yes,2022-07-02,No,Later,Attendee,Yes,Yes,Good content,2025-04-15,2015-05-14
384,652,320,100,Relevant content,Manual,No-Show,1,Yes,1.33,Yes,2018-04-08,Yes,No,Attendee,No,No,Would attend again,2020-05-25,2019-07-10
385,92,50,81,Helpful for interviews,QR,Attended,2,No,1.75,Yes,2019-07-05,No,Yes,Volunteer,Yes,No,Would attend again,2020-10-12,2018-07-15
386,49,80,77,Average experience,Manual,No-Show,5,No,1.76,Yes,2018-10-14,No,Later,Mentor,Yes,No,Great panelists,2021-08-08,2024-10-10
387,434,729,69,Great networking opportunity,Manual,Cancelled,2,Yes,0.77,Yes,2019-10-12,No,Yes,Speaker,No,Yes,Good content,2019-06-20,2016-02-14
388,766,943,48,Average experience,Manual,No-Show,2,No,0.25,Yes,2025-01-09,No,Later,Attendee,No,Yes,Great panelists,2021-01-29,2025-03-29
389,829,990,69,Informative session,Manual,No-Show,1,No,1.61,Yes,2017-03-06,No,Later,Volunteer,Yes,Yes,Great panelists,2015-08-28,2025-04-11
390,352,71,69,Met potential employers,Manual,Attended,5,Yes,2.01,Yes,2019-10-23,Yes,No,Volunteer,No,Yes,Great panelists,2018-06-11,2017-05-07
391,298,945,61,Great networking opportunity,QR,Attended,2,No,1.58,Yes,2015-11-19,Yes,Yes,Speaker,Yes,No,Looking for internship,2025-06-12,2018-11-06
392,899,692,84,Average experience,Kiosk,Cancelled,1,Yes,0.25,Yes,2019-08-23,Yes,Later,Attendee,No,No,Good content,2021-07-17,2019-03-30
393,40,295,56,Met potential employers,Manual,Cancelled,3,Yes,1.62,Yes,2020-02-07,No,Later,Attendee,Yes,No,Would attend again,2021-03-27,2017-07-20
394,372,151,100,Met potential employers,Kiosk,No-Show,5,No,2.0,Yes,2016-08-31,Yes,Later,Mentor,No,No,Would attend again,2022-02-09,2021-07-08
395,459,876,71,Good alumni connections,Manual,No-Show,3,No,2.4,Yes,2015-04-29,Yes,Yes,Attendee,No,No,Great panelists,2024-07-22,2024-05-02
396,352,829,79,Helpful for interviews,Manual,Attended,1,Yes,1.88,Yes,2016-10-19,No,Later,Volunteer,Yes,Yes,Good content,2021-10-11,2024-05-26
397,899,532,45,Relevant content,Manual,Cancelled,5,Yes,2.81,Yes,2025-09-25,No,Later,Attendee,Yes,Yes,Great panelists,2022-03-21,2015-02-19
398,841,915,57,Good alumni connections,QR,No-Show,5,Yes,0.44,Yes,2018-02-22,No,No,Attendee,Yes,Yes,Great panelists,2021-07-27,2016-08-08
399,24,185,59,Relevant content,QR,Cancelled,5,No,1.54,Yes,2019-07-22,Yes,No,Attendee,No,Yes,Would attend again,2021-01-19,2015-01-10
400,534,65,89,Great networking opportunity,QR,Cancelled,3,Yes,0.77,Yes,2020-09-24,Yes,Later,Mentor,Yes,Yes,Great panelists,2022-12-04,2015-05-31
401,567,823,87,Met potential employers,Kiosk,Attended,5,Yes,1.47,Yes,2016-02-06,Yes,Later,Speaker,Yes,No,Good content,2022-08-28,2016-05-04
402,534,310,96,Great networking opportunity,QR,Cancelled,2,No,1.37,Yes,2021-04-14,No,No,Attendee,Yes,No,Great panelists,2023-04-25,2021-07-28
403,450,596,68,Met potential employers,QR,Attended,3,Yes,2.22,Yes,2025-06-15,Yes,Yes,Mentor,No,No,Looking for internship,2021-12-21,2016-02-28
404,357,907,57,Met potential employers,Kiosk,Cancelled,1,Yes,2.29,Yes,2025-03-23,No,No,Speaker,Yes,Yes,Great panelists,2023-10-26,2018-04-02
405,101,168,88,Great networking opportunity,Kiosk,Attended,3,No,1.47,Yes,2015-11-28,No,Yes,Volunteer,No,No,Looking for internship,2021-09-11,2016-08-08
406,72,687,79,Met potential employers,QR,Cancelled,2,Yes,1.75,Yes,2016-11-04,No,Later,Speaker,Yes,Yes,Great panelists,2019-09-28,2024-05-11
407,381,910,66,Great networking opportunity,Manual,Cancelled,5,Yes,1.11,Yes,2015-09-01,Yes,Yes,Speaker,Yes,No,Would attend again,2025-10-22,2018-04-12
408,375,784,81,Great networking opportunity,QR,Attended,1,No,1.05,Yes,2021-08-07,No,Yes,Attendee,Yes,Yes,Good content,2024-10-01,2016-09-25
409,409,449,49,Relevant content,QR,No-Show,1,No,2.13,Yes,2019-04-06,No,Later,Speaker,Yes,No,Would attend again,2015-05-15,2020-12-17
410,80,385,76,Informative session,Manual,Attended,5,No,0.38,Yes,2017-02-23,No,Later,Mentor,Yes,No,Great panelists,2022-04-25,2017-03-03
411,204,516,100,Informative session,Manual,Attended,5,Yes,1.98,Yes,2021-01-07,No,Later,Attendee,Yes,No,Good content,2024-02-07,2021-07-23
412,421,428,97,Helpful for interviews,Manual,Cancelled,5,No,1.72,Yes,2015-05-22,No,No,Volunteer,No,No,Would attend again,2021-10-26,2025-05-05
413,1000,589,73,Good alumni connections,Manual,No-Show,3,Yes,1.05,Yes,2017-10-05,No,No,Attendee,No,Yes,Would attend again,2024-12-10,2025-01-18
414,617,868,84,Average experience,Manual,No-Show,1,No,1.95,Yes,2019-03-04,No,Later,Speaker,Yes,Yes,Would attend again,2020-12-28,2021-08-30
415,468,442,68,Great networking opportunity,Manual,Cancelled,5,Yes,2.57,Yes,2022-03-07,No,No,Volunteer,Yes,No,Looking for internship,2019-05-29,2021-06-15
416,731,840,66,Helpful for interviews,Kiosk,Cancelled,5,Yes,0.25,Yes,2018-10-17,Yes,Yes,Speaker,No,Yes,Looking for internship,2025-07-02,2017-01-21
417,834,736,80,Met potential employers,Kiosk,Cancelled,1,Yes,2.66,Yes,2015-07-08,Yes,Yes,Attendee,No,No,Good content,2022-07-23,2018-08-16
418,40,638,62,Average experience,Manual,No-Show,2,Yes,1.15,Yes,2020-01-09,Yes,Later,Volunteer,No,No,Good content,2019-11-02,2015-04-28
419,62,306,82,Average experience,Manual,Cancelled,1,Yes,3.11,Yes,2016-03-03,Yes,No,Speaker,Yes,Yes,Good content,2021-07-30,2025-07-03
420,155,592,83,Helpful for interviews,Kiosk,Cancelled,2,No,0.25,Yes,2015-11-02,No,Yes,Volunteer,No,No,Great panelists,2018-02-13,2025-07-22
421,743,706,58,Informative session,QR,Attended,3,No,1.16,Yes,2024-04-02,Yes,Yes,Mentor,No,No,Looking for internship,2018-07-10,2016-07-09
422,192,65,92,Great networking opportunity,Kiosk,Attended,3,Yes,1.23,Yes,2024-11-19,Yes,Later,Mentor,No,No,Would attend again,2025-12-06,2017-03-25
423,986,986,83,Average experience,QR,Attended,1,Yes,2.95,Yes,2021-12-14,No,Later,Speaker,No,Yes,Great panelists,2023-02-20,2021-06-02
424,792,92,50,Average experience,QR,Attended,2,No,2.37,Yes,2023-02-10,Yes,No,Speaker,Yes,No,Would attend again,2016-11-16,2015-10-05
425,438,706,63,Average experience,Kiosk,Attended,4,No,1.93,Yes,2015-04-11,Yes,Later,Attendee,No,Yes,Would attend again,2021-05-31,2024-01-29
426,175,765,67,Relevant content,Kiosk,Cancelled,5,Yes,1.0,Yes,2018-02-04,Yes,Later,Attendee,Yes,Yes,Would attend again,2021-01-12,2020-02-11
427,501,297,83,Helpful for interviews,Manual,Cancelled,5,No,0.74,Yes,2019-11-13,Yes,Yes,Volunteer,Yes,Yes,Good content,2020-12-09,2025-07-24
428,655,248,85,Great networking opportunity,Kiosk,Attended,3,No,0.25,Yes,2024-08-08,No,No,Volunteer,Yes,No,Great panelists,2021-11-09,2020-11-08
429,289,608,76,Helpful for interviews,QR,Attended,3,No,2.07,Yes,2021-09-19,No,Later,Volunteer,Yes,No,Great panelists,2025-05-21,2017-02-04
430,836,628,88,Met potential employers,QR,Attended,1,Yes,0.83,Yes,2022-10-01,No,Yes,Attendee,No,Yes,Would attend again,2020-03-12,2020-11-24
431,549,529,98,Great networking opportunity,QR,Attended,3,No,2.43,Yes,2023-04-12,Yes,Later,Mentor,No,No,Looking for internship,2022-08-15,2015-07-24
432,75,821,83,Helpful for interviews,Manual,No-Show,5,No,0.67,Yes,2019-12-20,No,No,Attendee,Yes,Yes,Good content,2018-04-08,2021-06-25
433,839,733,72,Average experience,Kiosk,Cancelled,2,No,2.39,Yes,2017-01-15,Yes,No,Speaker,Yes,No,Good content,2019-03-01,2024-10-15
434,209,730,51,Relevant content,Kiosk,Attended,3,Yes,2.07,Yes,2024-06-16,Yes,No,Volunteer,No,Yes,Great panelists,2023-04-14,2024-05-15
435,3,220,74,Informative session,Kiosk,Attended,2,No,1.32,Yes,2022-11-01,Yes,No,Speaker,Yes,Yes,Great panelists,2023-08-22,2018-04-09
436,2,371,57,Average experience,Kiosk,Attended,2,No,1.72,Yes,2025-09-13,Yes,Yes,Speaker,No,No,Good content,2019-04-19,2021-11-07
437,226,494,100,Informative session,Manual,Cancelled,2,Yes,1.71,Yes,2015-09-30,No,No,Volunteer,No,Yes,Great panelists,2023-06-25,2017-06-11
438,644,768,86,Relevant content,QR,Attended,4,Yes,0.94,Yes,2017-10-18,No,Later,Speaker,Yes,Yes,Looking for internship,2021-12-31,2016-04-04
439,358,85,51,Great networking opportunity,QR,Cancelled,4,No,1.81,Yes,2024-02-25,No,No,Attendee,No,Yes,Good content,2020-11-21,2023-07-09
440,768,579,70,Good alumni connections,Manual,Attended,5,Yes,0.44,Yes,2021-08-26,Yes,Yes,Speaker,Yes,No,Looking for internship,2024-05-29,2016-05-17
441,48,285,96,Informative session,Kiosk,No-Show,5,Yes,2.81,Yes,2018-04-03,Yes,No,Attendee,No,No,Good content,2020-08-12,2016-10-23
442,617,997,97,Relevant content,Manual,No-Show,4,Yes,1.43,Yes,2020-11-22,Yes,Later,Mentor,No,No,Good content,2020-09-29,2019-10-20
443,388,303,69,Informative session,Manual,Attended,1,No,1.54,Yes,2017-08-17,Yes,Later,Mentor,No,Yes,Good content,2022-02-04,2017-08-13
444,5,805,69,Average experience,QR,Attended,5,No,2.18,Yes,2022-05-04,Yes,Later,Attendee,Yes,No,Would attend again,2016-08-09,2021-03-11
445,917,511,66,Average experience,QR,Cancelled,2,No,0.86,Yes,2022-09-11,Yes,Later,Volunteer,Yes,Yes,Good content,2017-05-15,2025-06-12
446,935,79,73,Met potential employers,QR,Cancelled,3,Yes,1.25,Yes,2022-11-21,Yes,No,Mentor,Yes,No,Looking for internship,2018-03-04,2021-06-14
447,756,937,80,Great networking opportunity,Kiosk,Cancelled,2,Yes,2.36,Yes,2018-01-29,Yes,Yes,Attendee,No,No,Good content,2025-04-02,2016-04-12
448,518,89,64,Great networking opportunity,QR,Cancelled,5,Yes,1.06,Yes,2020-04-29,Yes,No,Speaker,Yes,No,Looking for internship,2024-08-11,2019-07-29
449,845,463,42,Great networking opportunity,QR,Attended,4,No,0.25,Yes,2017-02-02,No,Yes,Speaker,Yes,Yes,Great panelists,2024-11-12,2017-12-08
450,28,816,86,Relevant content,Kiosk,Cancelled,5,Yes,1.95,Yes,2019-08-18,No,Yes,Attendee,Yes,No,Great panelists,2017-02-10,2015-01-06
451,32,835,63,Good alumni connections,QR,Cancelled,2,Yes,1.09,Yes,2019-02-14,No,Yes,Volunteer,No,Yes,Good content,2016-07-18,2024-10-15
452,237,575,95,Great networking opportunity,Manual,Attended,5,Yes,1.65,Yes,2024-01-11,Yes,Yes,Attendee,Yes,Yes,Great panelists,2018-02-05,2021-07-23
453,431,45,70,Relevant content,QR,Cancelled,5,Yes,1.13,Yes,2025-08-10,Yes,No,Speaker,No,No,Looking for internship,2022-08-26,2019-06-17
454,420,221,63,Great networking opportunity,Manual,No-Show,5,No,1.01,Yes,2022-12-29,Yes,No,Speaker,Yes,No,Would attend again,2016-02-09,2019-02-07
455,349,990,85,Helpful for interviews,QR,No-Show,4,Yes,1.03,Yes,2022-07-09,No,Yes,Mentor,No,No,Would attend again,2016-12-17,2019-07-21
456,611,253,81,Helpful for interviews,QR,No-Show,4,Yes,1.52,Yes,2015-01-06,No,Later,Speaker,No,No,Looking for internship,2020-08-07,2019-05-31
457,644,140,100,Good alumni connections,Manual,Cancelled,5,No,1.08,Yes,2022-06-10,Yes,No,Attendee,No,Yes,Looking for internship,2025-11-19,2020-07-07
458,648,200,63,Met potential employers,Kiosk,Attended,1,No,0.51,Yes,2023-11-21,Yes,Later,Volunteer,No,No,Would attend again,2021-05-09,2023-10-27
459,166,104,77,Relevant content,Manual,Cancelled,2,Yes,0.68,Yes,2023-03-05,No,Later,Volunteer,Yes,Yes,Good content,2020-11-01,2016-11-28
460,203,773,89,Average experience,Kiosk,No-Show,3,Yes,1.94,Yes,2024-06-30,No,Yes,Attendee,No,Yes,Great panelists,2021-05-04,2025-07-17
461,254,778,79,Informative session,Kiosk,No-Show,3,No,2.72,Yes,2022-04-19,No,No,Mentor,No,No,Good content,2020-02-19,2024-06-20
462,342,492,100,Helpful for interviews,Kiosk,No-Show,5,Yes,1.44,Yes,2020-02-25,No,No,Attendee,No,No,Would attend again,2021-07-11,2017-08-05
463,799,139,76,Relevant content,Kiosk,Attended,4,Yes,1.24,Yes,2018-10-11,No,No,Speaker,No,No,Great panelists,2020-05-02,2018-03-16
464,445,886,68,Met potential employers,Kiosk,No-Show,4,No,1.55,Yes,2015-08-09,No,Yes,Attendee,Yes,No,Great panelists,2020-10-08,2024-07-19
465,149,992,84,Informative session,Manual,Attended,1,Yes,0.7,Yes,2023-01-08,Yes,Yes,Mentor,No,Yes,Would attend again,2022-05-17,2021-04-26
466,14,223,81,Relevant content,Manual,Cancelled,1,No,0.99,Yes,2023-03-29,Yes,Later,Attendee,No,Yes,Great panelists,2025-07-13,2023-01-12
467,103,170,95,Average experience,Manual,No-Show,4,No,0.25,Yes,2015-12-08,No,No,Mentor,No,No,Great panelists,2016-03-12,2021-03-29
468,425,220,73,Helpful for interviews,QR,Cancelled,4,No,1.31,Yes,2015-09-21,No,Yes,Volunteer,No,No,Would attend again,2015-10-17,2019-11-14
469,822,980,94,Relevant content,QR,No-Show,4,No,1.64,Yes,2024-10-13,No,Later,Volunteer,No,Yes,Looking for internship,2015-01-15,2015-12-29
470,193,951,77,Relevant content,Kiosk,Attended,3,No,2.46,Yes,2025-08-29,No,Later,Attendee,No,Yes,Looking for internship,2020-06-05,2023-02-24
471,725,370,62,Informative session,QR,Cancelled,2,Yes,1.69,Yes,2023-03-25,No,No,Mentor,No,Yes,Looking for internship,2018-10-30,2022-08-07
472,300,63,63,Great networking opportunity,Kiosk,Cancelled,1,No,1.11,Yes,2016-12-29,No,No,Volunteer,Yes,No,Looking for internship,2019-11-13,2023-07-12
473,317,404,63,Good alumni connections,QR,No-Show,1,Yes,1.2,Yes,2023-12-31,Yes,Yes,Attendee,No,No,Great panelists,2018-03-05,2016-07-22
474,443,68,77,Good alumni connections,QR,No-Show,4,No,0.84,Yes,2016-04-10,Yes,Yes,Speaker,No,No,Good content,2016-05-30,2023-01-09
475,603,571,65,Great networking opportunity,Kiosk,Attended,5,Yes,2.58,Yes,2016-04-15,Yes,Later,Speaker,No,Yes,Good content,2023-01-12,2025-04-15
476,608,217,56,Informative session,Manual,Attended,1,No,1.54,Yes,2020-11-29,Yes,No,Attendee,No,No,Looking for internship,2018-11-25,2017-02-01
477,261,325,66,Met potential employers,Manual,No-Show,3,No,2.84,Yes,2022-08-13,Yes,No,Speaker,Yes,Yes,Would attend again,2019-06-06,2023-12-03
478,97,611,92,Relevant content,Manual,Attended,3,Yes,1.62,Yes,2024-03-23,No,Yes,Attendee,Yes,Yes,Good content,2018-07-17,2024-11-04
479,484,273,67,Average experience,QR,Attended,5,No,0.83,Yes,2025-08-29,Yes,No,Speaker,Yes,Yes,Great panelists,2018-06-05,2018-03-08
480,913,242,90,Informative session,Kiosk,Cancelled,1,Yes,2.48,Yes,2021-05-11,Yes,Later,Mentor,Yes,No,Great panelists,2019-05-29,2015-09-08
481,621,242,88,Met potential employers,QR,No-Show,1,Yes,2.57,Yes,2015-02-06,No,Later,Attendee,No,No,Would attend again,2016-08-18,2019-03-03
482,753,942,93,Good alumni connections,QR,Cancelled,1,Yes,1.16,Yes,2019-05-13,Yes,No,Mentor,No,Yes,Looking for internship,2015-02-21,2018-06-21
483,382,569,71,Great networking opportunity,Manual,Attended,2,Yes,1.5,Yes,2020-10-11,No,Yes,Attendee,No,Yes,Would attend again,2019-08-08,2020-01-14
484,997,290,100,Good alumni connections,Manual,Cancelled,3,No,2.1,Yes,2024-12-23,No,Yes,Attendee,No,No,Good content,2019-04-08,2021-08-27
485,797,719,65,Great networking opportunity,Manual,No-Show,1,No,1.81,Yes,2025-04-05,Yes,No,Mentor,No,No,Looking for internship,2022-02-19,2024-08-07
486,838,360,85,Relevant content,Kiosk,No-Show,1,Yes,3.09,Yes,2018-06-28,No,Later,Speaker,No,No,Good content,2025-06-17,2023-08-21
487,300,486,64,Relevant content,QR,Cancelled,4,No,1.08,Yes,2024-03-10,Yes,No,Volunteer,No,No,Good content,2023-12-13,2023-04-01
488,120,190,100,Average experience,QR,Attended,3,No,0.83,Yes,2018-12-24,No,No,Mentor,No,No,Good content,2017-06-07,2020-11-07
489,290,770,85,Good alumni connections,Manual,No-Show,4,Yes,0.39,Yes,2020-10-19,No,Yes,Speaker,No,Yes,Good content,2018-07-04,2023-07-05
490,761,781,82,Informative session,Manual,No-Show,4,No,1.66,Yes,2021-10-11,Yes,No,Attendee,No,No,Good content,2017-08-20,2018-06-01
491,994,230,75,Good alumni connections,Manual,Attended,1,No,0.54,Yes,2023-01-07,Yes,Later,Speaker,Yes,No,Great panelists,2018-11-27,2024-09-10
492,657,29,80,Great networking opportunity,Manual,No-Show,1,Yes,1.48,Yes,2025-04-22,No,Later,Attendee,No,Yes,Good content,2022-03-29,2016-02-21
493,704,83,72,Helpful for interviews,Manual,Attended,1,Yes,1.15,Yes,2023-01-29,No,Yes,Speaker,Yes,Yes,Good content,2025-09-27,2019-08-19
494,168,245,74,Great networking opportunity,Kiosk,Cancelled,2,Yes,1.4,Yes,2015-07-29,No,Yes,Attendee,No,No,Would attend again,2020-06-06,2021-09-17
495,156,208,82,Met potential employers,Kiosk,Cancelled,3,No,2.83,Yes,2018-06-02,Yes,No,Attendee,Yes,No,Great panelists,2025-04-07,2017-05-01
496,869,728,76,Relevant content,QR,Cancelled,5,No,0.25,Yes,2020-11-02,No,Later,Speaker,No,No,Great panelists,2021-10-15,2019-11-18
497,77,458,61,Average experience,Kiosk,Attended,1,Yes,2.06,Yes,2018-06-10,Yes,No,Speaker,No,Yes,Looking for internship,2017-05-14,2021-01-17
498,711,844,76,Good alumni connections,QR,Cancelled,1,Yes,1.86,Yes,2024-12-11,No,Yes,Mentor,Yes,No,Good content,2024-09-29,2023-11-28
499,606,434,74,Met potential employers,QR,Cancelled,5,No,2.43,Yes,2018-02-10,Yes,Yes,Mentor,Yes,No,Good content,2015-03-27,2023-12-08
500,500,353,56,Met potential employers,QR,No-Show,3,Yes,1.81,Yes,2016-06-13,No,Later,Volunteer,No,No,Would attend again,2016-07-31,2019-10-07
501,479,62,79,Informative session,Kiosk,Attended,2,No,2.26,Yes,2016-06-23,No,Later,Mentor,No,Yes,Looking for internship,2019-03-31,2022-03-06
502,713,570,97,Great networking opportunity,Kiosk,Attended,3,No,2.12,Yes,2024-03-30,No,Yes,Mentor,No,No,Great panelists,2021-09-03,2023-03-01
503,780,707,84,Helpful for interviews,Kiosk,Cancelled,2,No,2.64,Yes,2020-12-07,Yes,No,Mentor,No,No,Looking for internship,2015-12-07,2019-12-27
504,975,788,68,Great networking opportunity,QR,No-Show,2,Yes,1.02,Yes,2025-05-17,Yes,No,Attendee,Yes,No,Looking for internship,2022-10-10,2023-01-03
505,749,522,53,Informative session,Kiosk,Cancelled,5,No,0.25,Yes,2017-02-22,Yes,Later,Mentor,No,No,Looking for internship,2020-12-11,2020-10-05
506,260,370,74,Relevant content,Manual,Cancelled,2,Yes,0.25,Yes,2024-03-22,Yes,No,Speaker,Yes,No,Good content,2024-09-18,2021-04-23
507,508,937,98,Great networking opportunity,QR,Attended,1,No,2.19,Yes,2020-10-09,No,No,Volunteer,No,No,Would attend again,2022-01-16,2016-01-09
508,496,804,82,Great networking opportunity,Kiosk,Cancelled,2,No,0.95,Yes,2015-02-03,No,No,Speaker,No,Yes,Good content,2023-04-17,2017-12-21
509,452,854,94,Met potential employers,Manual,Attended,1,No,1.92,Yes,2017-08-25,Yes,Yes,Volunteer,No,No,Looking for internship,2022-01-23,2020-12-16
510,678,436,45,Good alumni connections,QR,Attended,5,No,1.22,Yes,2023-02-06,Yes,No,Speaker,No,Yes,Good content,2020-03-05,2024-03-05
