Job_ID,Alumni_ID,Employer_ID,Role,Technology,Employment_Type,Work_Auth_At_Hire,Remote_Flag,City,State,Country,Start_Date,End_Date,Job_Portal,Salary_USD,Bonus_USD,Performance_Rating,Manager_Name,Team,Offer_Accept_Days
309,977,701,Salesforce Developer,"AWS, Kubernetes",Part-Time,H1B,No,Peoria,IL,USA,2016-07-11,2019-09-15,Campus Career Fair,94643,6405,5,Jennifer Fuller,QA,6
310,544,11,Data Analyst,.NET,Intern,STEM-OPT,No,Tampa,FL,USA,2022-01-02,2022-07-23,Indeed,101571,8311,2,Christopher Clayton,Security,4
311,205,530,SDET,"Power BI, .NET, GCP",Part-Time,OPT,Yes,Tampa,FL,USA,2025-07-27,2025-05-12,Glassdoor,102532,5305,4,Carlos Wallace,QA,15
312,785,851,Product Manager,JavaScript,Intern,STEM-OPT,No,Boston,MA,USA,2016-10-31,2017-06-10,Handshake,50815,6105,5,Grant Sanders,Platform,8
313,716,201,Data Engineer,Node.js,Intern,Citizen,No,Miami,FL,USA,2022-09-05,2022-02-12,Handshake,121822,8116,5,Maria Thompson,QA,9
314,604,241,SDET,Java,Full-Time,Citizen,No,White Plains,NY,USA,2017-06-03,2021-08-16,LinkedIn,130322,3927,3,Tara Bryant,QA,11
315,503,520,DevOps Engineer,"AWS, Kubernetes",Contract,OPT,Yes,Springfield,MO,USA,2024-08-05,2024-12-05,Indeed,76489,5834,1,Ronald Scott,Apps,4
316,327,737,Product Manager,Spark,Part-Time,OPT,No,New York,NY,USA,2020-11-09,2021-03-20,Referral,90476,7091,1,Bryan Watson,Security,5
317,443,527,SDET,"Tableau, Hadoop",Contract,CPT,Yes,Kansas City,MO,USA,2022-01-06,2022-02-23,Indeed,79330,12132,3,Mr. Anthony Chang,QA,2
318,221,695,Product Manager,Node.js,Full-Time,OPT,No,Boston,MA,USA,2022-07-04,2023-04-11,Company Site,101218,4713,3,Travis Roach,Apps,19
319,645,789,Business Analyst,GCP,Intern,Citizen,No,Seattle,WA,USA,2025-12-02,2025-07-02,LinkedIn,117701,8015,1,Deanna Welch,Platform,5
320,247,89,SDET,"JavaScript, C++, Python",Part-Time,H1B,No,Albany,NY,USA,2024-05-02,2024-07-04,LinkedIn,78886,9592,2,Kimberly Miller,SRE,17
321,537,799,Security Analyst,React,Full-Time,CPT,No,Tucson,AZ,USA,2019-09-24,2022-04-13,Handshake,111922,12076,5,Chad Robertson,SRE,14
322,493,895,Product Manager,"Hadoop, Node.js",Part-Time,H1B,No,Scottsdale,AZ,USA,2022-10-10,2025-05-13,Indeed,89400,5760,3,James Hayden,SRE,10
323,455,767,Data Analyst,Node.js,Intern,H1B,Yes,Columbus,OH,USA,2019-11-24,2024-01-21,Company Site,133550,10083,4,Ernest Price,Apps,5
324,431,377,QA Engineer,"GCP, Java",Part-Time,H1B,Yes,Buffalo,NY,USA,2016-03-26,2018-05-10,Glassdoor,109608,8532,1,Samantha Robinson,Security,21
325,194,887,DevOps Engineer,"Java, Node.js",Contract,H1B,Yes,Miami,FL,USA,2019-07-06,2020-05-30,Handshake,77845,5685,3,Brian Wilson,SRE,18
326,759,945,Software Engineer,SQL,Full-Time,CPT,Yes,Cincinnati,OH,USA,2022-01-18,2024-02-21,Glassdoor,79098,8673,5,Randy Robbins,Security,2
327,159,804,SDET,"AWS, Spark",Full-Time,OPT,No,San Jose,CA,USA,2023-09-11,2024-10-27,Handshake,104130,8186,1,Adam Warren,Security,8
328,209,325,QA Engineer,"Kubernetes, GCP",Full-Time,STEM-OPT,No,Raleigh,NC,USA,2020-08-28,2021-04-02,LinkedIn,69926,7593,4,Jack Lopez,Apps,9
329,622,641,Business Analyst,Kubernetes,Contract,CPT,Yes,Boston,MA,USA,2020-05-23,2024-02-12,Handshake,89054,5979,3,Elizabeth Bowman,Data,8
330,408,527,Software Engineer,".NET, Hadoop",Full-Time,Citizen,Yes,Springfield,IL,USA,2024-08-13,2024-04-01,Referral,96844,8048,2,Diamond Rose,Apps,19
331,579,346,Data Analyst,SQL,Intern,OPT,Yes,Seattle,WA,USA,2020-01-16,2022-11-24,LinkedIn,94297,133,5,Benjamin Roy,SRE,3
332,214,577,Security Analyst,Snowflake,Part-Time,Citizen,No,Redmond,WA,USA,2025-10-20,2025-03-17,Referral,117454,6742,3,Ashley Ford,Data,12
333,936,486,Data Analyst,JavaScript,Full-Time,H1B,No,Jacksonville,FL,USA,2017-09-01,2024-05-28,Company Site,91497,11468,1,Julie Johnson,Security,2
334,66,313,Data Analyst,"Power BI, Python, JavaScript",Intern,Citizen,No,Somerville,MA,USA,2024-06-02,2025-09-25,LinkedIn,109682,7359,4,Aaron Mcknight,Platform,15
335,194,601,DevOps Engineer,Tableau,Intern,OPT,Yes,Tucson,AZ,USA,2020-08-27,2022-12-10,Referral,125617,10146,3,Larry Parker,QA,11
336,553,54,Software Engineer,C++,Intern,OPT,Yes,Ann Arbor,MI,USA,2025-07-10,2025-02-13,LinkedIn,135780,5149,5,Kelsey Santana,Platform,6
337,330,245,SDET,React,Full-Time,H1B,Yes,Bellevue,WA,USA,2025-10-29,2025-11-01,Company Site,61569,1135,3,Craig Houston,Platform,8
338,443,498,Data Engineer,"Snowflake, React",Intern,OPT,Yes,Plano,TX,USA,2024-09-16,2025-11-26,Referral,58867,11165,3,Justin Clayton,SRE,14
339,590,227,Salesforce Developer,"Spark, C++, Power BI",Contract,STEM-OPT,No,Somerville,MA,USA,2024-03-18,2024-11-11,Indeed,103043,5159,3,Christopher Cox,QA,14
340,520,981,Product Manager,"Docker, AWS",Intern,STEM-OPT,No,New York,NY,USA,2020-09-05,2024-04-30,LinkedIn,113089,560,2,Deborah Higgins,QA,8
341,308,55,Security Analyst,"Snowflake, Hadoop",Contract,H1B,No,Cary,NC,USA,2022-10-07,2023-07-12,Campus Career Fair,104735,10020,1,Mr. Douglas Stafford DDS,Security,7
342,395,784,Business Analyst,"Java, Docker, Spark",Intern,H1B,No,San Diego,CA,USA,2023-08-09,2025-01-11,LinkedIn,87134,2835,5,Veronica Garcia,SRE,23
343,348,584,ML Engineer,"JavaScript, SQL",Intern,OPT,No,Clayton,MO,USA,2024-03-31,2025-02-06,LinkedIn,127726,11177,1,Lisa Thomas,SRE,5
344,917,756,SDET,Azure,Full-Time,Citizen,Yes,Miami,FL,USA,2021-08-02,2021-11-29,Referral,106704,6087,3,Lauren Ortega,Apps,8
345,583,393,Business Analyst,"C++, Tableau",Intern,H1B,Yes,Atlanta,GA,USA,2025-09-09,2025-01-20,Company Site,45000,8152,2,Ronald Young,Apps,12
346,784,764,Data Engineer,.NET,Contract,Citizen,No,Jacksonville,FL,USA,2025-06-08,2025-04-14,Handshake,80588,10850,5,Theresa Graham,SRE,8
347,793,946,Business Analyst,"Python, Snowflake",Contract,CPT,Yes,New York,NY,USA,2020-09-22,2022-05-18,Campus Career Fair,115251,9774,2,Marcus Williams,Apps,7
348,724,314,Product Manager,"R, Python",Contract,STEM-OPT,No,Raleigh,NC,USA,2024-07-02,2025-06-11,Handshake,53062,11501,5,Calvin George,Platform,12
349,857,251,Software Engineer,".NET, Azure, Docker",Full-Time,CPT,Yes,Boulder,CO,USA,2024-03-07,2025-10-01,Indeed,73652,11172,4,Alison Parker,Platform,1
350,836,13,DevOps Engineer,"Spark, AWS",Contract,STEM-OPT,No,Harrisburg,PA,USA,2024-02-23,2024-03-06,Company Site,127382,6011,4,Jasmin Keith,QA,20
351,847,91,Software Engineer,"Node.js, .NET, GCP",Full-Time,OPT,Yes,Kansas City,MO,USA,2025-05-24,2025-04-27,Indeed,117236,10024,5,Anthony Jones,Platform,7
352,549,235,SDET,"Tableau, Spark",Intern,OPT,No,Cambridge,MA,USA,2017-07-03,2018-12-22,Glassdoor,87409,4867,2,Andrea Watson,Platform,10
353,510,277,Salesforce Developer,Tableau,Part-Time,STEM-OPT,No,Raleigh,NC,USA,2019-10-17,2020-11-04,Handshake,127935,9612,4,Tyler Blevins,QA,8
354,537,890,DevOps Engineer,"R, SQL",Full-Time,STEM-OPT,Yes,Bellevue,WA,USA,2017-09-02,2025-11-07,LinkedIn,103631,9455,2,Jerry Brown,Platform,9
355,564,504,Salesforce Developer,"Python, Power BI, Kubernetes",Contract,OPT,Yes,San Diego,CA,USA,2021-02-27,2021-11-08,Glassdoor,157051,12002,2,Michael Johnson,Security,14
356,303,86,DevOps Engineer,React,Part-Time,H1B,No,Springfield,IL,USA,2025-08-27,2025-03-26,LinkedIn,134908,9309,4,James Spencer,Data,19
357,275,325,DevOps Engineer,"Hadoop, AWS",Intern,CPT,No,Ann Arbor,MI,USA,2025-07-14,2025-05-11,Campus Career Fair,122718,7547,5,Heather Mccoy,Data,13
358,760,63,Data Analyst,Python,Contract,CPT,No,San Diego,CA,USA,2016-12-24,2018-08-02,LinkedIn,97400,9156,3,Juan Garza,Security,8
359,266,556,Salesforce Developer,Azure,Contract,H1B,Yes,Alpharetta,GA,USA,2025-08-19,2025-10-16,Glassdoor,60476,6586,3,Lauren Miller,SRE,14
360,827,316,ML Engineer,"Tableau, Kubernetes",Intern,H1B,Yes,Irvine,CA,USA,2021-09-03,2025-01-30,Company Site,140095,7329,1,Melissa Wiley,SRE,12
361,868,919,Software Engineer,"React, Azure, Kubernetes",Part-Time,STEM-OPT,Yes,Jacksonville,FL,USA,2022-06-26,2023-08-30,Glassdoor,75932,10756,4,Nicole Dean,QA,11
362,127,816,Software Engineer,JavaScript,Part-Time,Citizen,Yes,San Antonio,TX,USA,2019-06-23,2021-06-28,Company Site,124268,16351,1,James Taylor,Platform,8
363,299,936,ML Engineer,"SQL, C++",Contract,STEM-OPT,Yes,Charlotte,NC,USA,2021-05-09,2023-11-12,Campus Career Fair,91489,6326,3,Luis Mcmahon,SRE,8
364,20,364,Salesforce Developer,"JavaScript, Power BI",Part-Time,STEM-OPT,No,Scottsdale,AZ,USA,2022-08-15,2023-04-02,Company Site,145189,12144,5,Kelly Vega,QA,8
365,190,20,Security Analyst,"Snowflake, React, Azure",Contract,H1B,Yes,Los Angeles,CA,USA,2015-04-23,2022-02-22,Referral,82271,10809,5,Karen Meadows,Security,16
366,411,642,Salesforce Developer,"C++, GCP, R",Full-Time,STEM-OPT,Yes,Cincinnati,OH,USA,2022-09-19,2022-03-15,Company Site,61988,9614,1,Taylor Baker,QA,9
367,32,273,Software Engineer,"React, SQL",Full-Time,Citizen,Yes,Detroit,MI,USA,2017-12-23,2021-07-21,Company Site,127268,8566,1,Brendan Baxter,SRE,9
368,843,141,SDET,Java,Intern,Citizen,No,Worcester,MA,USA,2024-11-06,2025-05-19,Referral,137044,8589,3,Jennifer Reyes,Platform,5
369,644,944,Security Analyst,"Power BI, GCP",Intern,Citizen,No,Rochester,NY,USA,2024-10-29,2025-03-21,Glassdoor,113179,5921,3,Brian Mullins,SRE,8
370,444,877,Data Engineer,"JavaScript, Java",Full-Time,H1B,Yes,Columbus,OH,USA,2025-11-11,2025-01-04,Handshake,121928,5090,5,Justin Becker,Apps,15
371,607,586,Software Engineer,"Python, React",Intern,CPT,No,Somerville,MA,USA,2025-03-26,2025-02-22,Referral,91392,3861,3,Leslie King,Apps,3
372,135,44,Data Engineer,"Snowflake, Docker",Part-Time,H1B,No,Columbus,OH,USA,2018-02-08,2024-10-16,Handshake,95539,9732,1,Traci Rogers,Data,12
373,795,721,Business Analyst,".NET, Docker, SQL",Full-Time,Citizen,No,Colorado Springs,CO,USA,2015-07-22,2022-07-15,Referral,68713,4148,5,Robert Gonzales,Security,5
374,649,712,Software Engineer,SQL,Full-Time,Citizen,No,Columbus,OH,USA,2024-10-05,2024-02-07,Referral,117237,7778,5,Alexa Paul,Platform,11
375,358,30,SDET,"C++, Power BI, Hadoop",Contract,CPT,Yes,Atlanta,GA,USA,2024-05-12,2024-04-11,LinkedIn,60109,5981,4,Lori Combs,Data,9
376,163,729,Security Analyst,JavaScript,Part-Time,OPT,No,Detroit,MI,USA,2024-06-01,2025-12-17,Indeed,128712,9548,4,Denise Burns PhD,SRE,13
377,534,751,QA Engineer,GCP,Part-Time,H1B,Yes,San Francisco,CA,USA,2025-04-05,2025-01-29,Referral,55696,6909,3,Christopher Powell,QA,10
378,849,168,Data Analyst,"SQL, Java, GCP",Contract,STEM-OPT,No,Boston,MA,USA,2021-03-23,2025-06-22,Campus Career Fair,119208,12680,1,David Miller,SRE,4
379,122,141,ML Engineer,"Docker, Spark",Full-Time,Citizen,No,Tucson,AZ,USA,2020-02-25,2021-04-09,Company Site,106738,9687,3,Billy Goodman,QA,8
380,324,10,DevOps Engineer,Kubernetes,Contract,Citizen,Yes,San Francisco,CA,USA,2023-01-10,2025-03-17,Company Site,105678,9675,5,Terri Gutierrez,Apps,9
381,990,969,Salesforce Developer,SQL,Part-Time,CPT,Yes,Worcester,MA,USA,2024-05-17,2025-09-25,Handshake,83584,7425,1,Emily Mcdonald,Data,16
382,914,162,Product Manager,React,Contract,STEM-OPT,No,Chesterfield,MO,USA,2016-11-01,2016-12-01,LinkedIn,91306,3075,3,Julie Holmes,Platform,2
383,839,977,ML Engineer,"Hadoop, Docker",Contract,Citizen,No,Tacoma,WA,USA,2021-10-03,2025-05-24,Handshake,87486,4347,4,Scott Burton,QA,13
384,762,796,DevOps Engineer,JavaScript,Intern,Citizen,No,Tempe,AZ,USA,2025-05-26,2025-04-01,LinkedIn,82096,6014,3,James Young,Platform,6
385,854,87,DevOps Engineer,"GCP, Power BI, Java",Part-Time,CPT,No,Clayton,MO,USA,2023-12-07,2024-04-07,Indeed,105904,1256,1,Denise Sullivan,Apps,10
386,261,647,Software Engineer,"Power BI, Docker, C++",Full-Time,OPT,No,Springfield,MO,USA,2024-05-17,2024-07-10,Handshake,98520,1870,3,Michael Price,SRE,7
387,400,648,Data Analyst,Kubernetes,Contract,OPT,Yes,Jacksonville,FL,USA,2019-04-02,2022-09-25,Campus Career Fair,106414,4613,3,Aaron Hill,SRE,16
388,503,239,SDET,"Docker, Java, JavaScript",Part-Time,H1B,No,Columbia,MO,USA,2022-08-15,2025-01-29,Indeed,105938,5616,4,Victoria Wilson,Apps,8
389,290,939,Security Analyst,"SQL, Docker",Contract,Citizen,Yes,Bellevue,WA,USA,2025-08-09,2025-01-15,Company Site,110789,5332,4,Jennifer Decker,Data,5
390,859,604,Product Manager,"SQL, .NET",Intern,OPT,No,Buffalo,NY,USA,2024-08-17,2024-09-10,Company Site,76335,6113,5,Laura Adams,Apps,12
391,493,303,DevOps Engineer,"Python, Docker",Contract,H1B,Yes,Boulder,CO,USA,2020-06-23,2021-11-21,Handshake,164162,10103,1,Jason Johnston,Data,19
392,60,939,Business Analyst,"Snowflake, Node.js, AWS",Part-Time,CPT,No,Tampa,FL,USA,2024-12-03,2024-03-11,Handshake,81331,9998,2,Terry Valdez,QA,10
393,215,298,ML Engineer,"Kubernetes, JavaScript, GCP",Contract,OPT,Yes,Dallas,TX,USA,2019-11-04,2020-09-21,Campus Career Fair,90484,5547,3,Amy Daniels,Platform,8
394,954,352,Product Manager,"Java, C++, Kubernetes",Intern,H1B,No,Kansas City,MO,USA,2025-10-15,2025-11-08,LinkedIn,133737,9692,3,David Flores,SRE,6
395,898,409,DevOps Engineer,"Hadoop, Node.js",Full-Time,Citizen,No,Cambridge,MA,USA,2025-03-22,2025-12-11,Campus Career Fair,74261,6092,3,Rebecca Brown,Security,16
396,233,372,Salesforce Developer,"Kubernetes, AWS, Azure",Intern,H1B,No,Alpharetta,GA,USA,2016-08-24,2020-04-26,Indeed,102641,12520,5,Stephanie Reed,SRE,18
397,876,618,Software Engineer,Java,Part-Time,STEM-OPT,No,Somerville,MA,USA,2019-05-30,2023-04-28,Handshake,134908,3536,3,James Crawford,QA,10
398,405,921,Data Engineer,"Java, GCP",Contract,H1B,No,Columbus,OH,USA,2021-03-11,2021-02-26,Campus Career Fair,115324,5594,5,Catherine Perry,Security,13
399,819,729,DevOps Engineer,"Java, Snowflake, AWS",Full-Time,Citizen,Yes,Cary,NC,USA,2016-12-15,2022-06-21,Campus Career Fair,110956,9134,4,Emily Edwards,Apps,4
400,767,544,Security Analyst,"Spark, Tableau, Kubernetes",Part-Time,CPT,Yes,Los Angeles,CA,USA,2024-05-16,2025-10-18,Campus Career Fair,64844,10319,2,Dr. Scott Hoffman DDS,Security,3
401,147,24,Product Manager,"Spark, Java, React",Part-Time,H1B,Yes,Cary,NC,USA,2023-01-04,2023-07-02,Referral,79907,7259,3,Daniel Gould,Security,12
402,3,534,QA Engineer,R,Contract,Citizen,No,Clayton,MO,USA,2015-09-15,2016-10-07,Referral,80866,7675,1,John Potter,Data,5
403,132,724,Data Analyst,"Snowflake, SQL, Java",Contract,OPT,No,Cleveland,OH,USA,2015-05-31,2022-03-16,Campus Career Fair,83996,4639,4,Austin Hall,Apps,11
404,123,534,Data Engineer,"Spark, Kubernetes",Part-Time,H1B,Yes,Clayton,MO,USA,2022-05-24,2022-02-13,Company Site,128465,3276,2,Jasmine Blevins,Apps,13
405,601,450,Software Engineer,"Python, GCP, Kubernetes",Intern,H1B,Yes,Houston,TX,USA,2025-06-27,2025-03-28,Referral,97898,6453,1,Jeff Ingram,QA,9
406,907,499,DevOps Engineer,"Azure, SQL",Full-Time,OPT,No,Chicago,IL,USA,2025-10-16,2025-11-21,LinkedIn,59281,10352,2,Brian Acosta,Platform,14
407,564,154,Security Analyst,"Java, Hadoop",Intern,STEM-OPT,Yes,New York,NY,USA,2021-11-10,2025-04-20,Referral,128432,6510,2,Tyler Jackson,Platform,16
408,687,420,ML Engineer,Azure,Part-Time,OPT,Yes,Grand Rapids,MI,USA,2023-10-04,2024-01-11,Campus Career Fair,45000,6384,1,Kyle Guzman,Apps,10
409,664,775,Data Analyst,"Hadoop, Spark",Full-Time,CPT,Yes,Redmond,WA,USA,2025-04-02,2025-03-29,Handshake,131444,1728,2,Mr. Anthony Jones,Platform,1
410,989,473,Business Analyst,JavaScript,Part-Time,Citizen,No,Boston,MA,USA,2018-09-14,2021-04-12,LinkedIn,122033,6728,4,Anthony Mayo,Data,13
411,194,907,Product Manager,"SQL, C++",Full-Time,H1B,No,Bellevue,WA,USA,2022-03-24,2025-04-27,Referral,69717,9795,3,Ms. Maria Williams,Apps,11
412,251,138,Data Analyst,"AWS, React",Full-Time,Citizen,No,Chesterfield,MO,USA,2020-06-10,2023-03-07,Handshake,106396,4135,4,Samantha Johnson,Security,10
413,332,703,Salesforce Developer,GCP,Contract,STEM-OPT,Yes,Buffalo,NY,USA,2024-03-31,2025-06-24,Glassdoor,77787,8134,5,Kelsey Stewart,Security,4
414,682,686,Security Analyst,"AWS, Node.js",Part-Time,Citizen,No,Fort Collins,CO,USA,2022-06-17,2025-01-04,Company Site,102069,11148,3,Natalie Smith,SRE,8
415,546,630,Software Engineer,"C++, Java",Intern,H1B,No,Alpharetta,GA,USA,2025-03-26,2025-10-17,Referral,68710,14969,5,Sarah Hill,Security,15
416,417,366,DevOps Engineer,"Kubernetes, SQL",Intern,Citizen,No,San Antonio,TX,USA,2023-06-03,2023-10-05,Indeed,57482,5631,1,Monique Boyd,SRE,12
417,381,463,Business Analyst,"Spark, .NET",Part-Time,CPT,No,Raleigh,NC,USA,2022-11-23,2022-12-29,Glassdoor,111087,12988,5,Austin Schroeder,Apps,8
418,179,656,QA Engineer,React,Intern,Citizen,Yes,St. Louis,MO,USA,2019-04-11,2024-02-07,Indeed,93317,8011,5,Susan Powell,Data,12
419,197,186,Data Analyst,Azure,Part-Time,Citizen,Yes,Harrisburg,PA,USA,2025-11-15,2025-05-10,Handshake,123243,9399,1,Katherine Robbins,Apps,4
420,234,128,ML Engineer,"Docker, Java",Part-Time,STEM-OPT,Yes,Somerville,MA,USA,2025-11-01,2025-07-13,Referral,103709,6657,5,Brian Taylor,Platform,12
421,459,873,Data Analyst,"Tableau, .NET",Part-Time,CPT,Yes,Peoria,IL,USA,2024-09-02,2025-08-03,Indeed,45000,13082,4,Nathan Carter,Apps,4
422,799,817,DevOps Engineer,Python,Contract,H1B,Yes,Chicago,IL,USA,2017-03-05,2018-11-06,Referral,115076,7196,3,Ashley Smith,Apps,19
423,902,646,Salesforce Developer,"JavaScript, Java",Part-Time,STEM-OPT,Yes,Boston,MA,USA,2016-08-12,2022-07-23,Indeed,79314,8420,2,Edwin Johnson,Data,11
424,139,307,Software Engineer,"Power BI, Hadoop",Full-Time,STEM-OPT,Yes,Seattle,WA,USA,2025-06-02,2025-10-07,Handshake,94754,6544,1,Lynn Thomas,Platform,16
425,603,921,Business Analyst,"Tableau, R, React",Intern,STEM-OPT,Yes,Boston,MA,USA,2025-05-21,2025-04-17,Campus Career Fair,146170,6940,1,Tammy King,Platform,9
426,1,955,Security Analyst,Node.js,Full-Time,OPT,Yes,Cary,NC,USA,2024-03-31,2024-08-25,Campus Career Fair,91725,4803,2,Raymond White,Data,13
427,891,805,DevOps Engineer,"GCP, JavaScript, Kubernetes",Intern,OPT,Yes,Atlanta,GA,USA,2019-08-16,2024-04-26,Company Site,117128,3296,5,Douglas Oliver,Data,12
428,482,945,Product Manager,"React, Python, R",Intern,Citizen,Yes,Irvine,CA,USA,2019-12-07,2019-04-11,Glassdoor,126942,7938,5,William Stewart,Data,4
429,283,920,Salesforce Developer,"Python, Snowflake",Intern,Citizen,No,Tempe,AZ,USA,2025-02-21,2025-09-23,Company Site,94399,8835,3,Elizabeth Cervantes,QA,9
430,305,903,Software Engineer,JavaScript,Contract,CPT,No,Jacksonville,FL,USA,2025-02-08,2025-11-09,Referral,106959,9016,2,Gary Ross,Platform,10
431,728,230,SDET,GCP,Part-Time,OPT,No,Pittsburgh,PA,USA,2024-09-29,2024-10-17,Referral,99267,11191,3,James Horton,Data,6
432,135,259,Security Analyst,Python,Intern,OPT,Yes,Pittsburgh,PA,USA,2019-03-29,2025-09-19,Campus Career Fair,92736,11511,5,Kristopher Watson,SRE,11
433,85,896,Security Analyst,"Snowflake, C++",Intern,Citizen,Yes,Clayton,MO,USA,2024-06-28,2024-03-13,Indeed,106623,6915,4,Scott Mcdonald,Security,13
434,549,529,SDET,"Azure, Power BI, React",Part-Time,CPT,Yes,Urbana,IL,USA,2015-11-14,2017-12-21,LinkedIn,86414,5361,3,Mark Davis,QA,8
435,410,557,DevOps Engineer,Python,Part-Time,STEM-OPT,Yes,Somerville,MA,USA,2022-03-17,2024-06-26,Referral,66757,5125,4,Sabrina Rivera,Data,13
436,931,818,SDET,"Kubernetes, GCP",Full-Time,STEM-OPT,Yes,Dallas,TX,USA,2020-06-23,2025-04-09,Campus Career Fair,106771,7564,1,Troy Jones,SRE,13
437,565,678,Data Engineer,"Python, GCP, Spark",Full-Time,OPT,No,Detroit,MI,USA,2020-04-19,2023-08-01,Glassdoor,117642,10190,1,Antonio Callahan,SRE,6
438,185,798,ML Engineer,GCP,Intern,CPT,No,Savannah,GA,USA,2024-05-10,2024-04-28,Campus Career Fair,88834,11158,5,Paula Yates,Data,1
439,889,840,ML Engineer,Spark,Part-Time,STEM-OPT,No,St. Louis,MO,USA,2022-10-14,2023-07-16,Company Site,120458,5046,5,Samuel Brooks,Data,13
440,494,182,Data Analyst,"C++, Spark",Full-Time,H1B,Yes,Philadelphia,PA,USA,2019-09-19,2021-05-01,Glassdoor,87652,2694,5,Jeffrey Browning,Data,10
441,775,224,Product Manager,Snowflake,Intern,Citizen,Yes,San Jose,CA,USA,2022-01-16,2025-12-03,Handshake,115198,6323,1,Dana Lopez,Platform,10
442,640,115,Salesforce Developer,"Hadoop, C++",Intern,STEM-OPT,No,Springfield,IL,USA,2024-12-15,2024-03-25,Campus Career Fair,84839,12489,5,Cole Bailey,Security,1
443,270,611,Data Engineer,"AWS, SQL, Azure",Contract,CPT,No,Fort Collins,CO,USA,2024-03-07,2025-04-23,LinkedIn,84200,5806,1,Sara Miller,Platform,7
444,285,138,Salesforce Developer,"SQL, Power BI, Python",Intern,H1B,No,Grand Rapids,MI,USA,2024-06-14,2025-04-01,Company Site,84943,9253,4,Eric Mason,Security,6
445,166,617,Data Engineer,"AWS, R, Kubernetes",Intern,STEM-OPT,No,Somerville,MA,USA,2025-09-30,2025-07-21,Referral,104115,11324,4,Kathleen Schmitt,SRE,9
446,303,140,Product Manager,AWS,Intern,H1B,Yes,Clayton,MO,USA,2022-10-14,2022-02-07,Glassdoor,108816,7562,4,Michael Ray,Apps,1
447,239,5,Product Manager,"Spark, AWS, .NET",Contract,H1B,No,Irvine,CA,USA,2023-10-22,2023-01-25,Handshake,140031,4858,5,Benjamin Johnson,SRE,10
448,833,247,Data Analyst,"Snowflake, Python, .NET",Contract,CPT,No,Orlando,FL,USA,2025-07-21,2025-03-08,Handshake,77854,13770,3,James Flores,Data,10
449,721,139,Security Analyst,"Java, Power BI",Full-Time,Citizen,Yes,Peoria,IL,USA,2024-07-01,2024-12-06,Glassdoor,110566,6973,1,Courtney Singh,QA,19
450,866,593,DevOps Engineer,"Kubernetes, React",Full-Time,Citizen,Yes,Harrisburg,PA,USA,2021-12-04,2022-04-20,LinkedIn,113696,3292,2,Mark Kennedy,Apps,7
451,558,237,Data Analyst,"JavaScript, Node.js",Part-Time,CPT,Yes,Cambridge,MA,USA,2021-04-29,2021-09-20,Campus Career Fair,78939,5188,1,Mitchell Henderson,SRE,10
452,425,191,Software Engineer,"AWS, Tableau, Python",Full-Time,H1B,No,San Francisco,CA,USA,2018-08-15,2020-02-06,LinkedIn,162654,11429,4,David Taylor,Platform,12
453,962,729,Software Engineer,Spark,Full-Time,Citizen,Yes,San Jose,CA,USA,2023-09-13,2024-07-21,Referral,109287,7369,1,Amy Frye,QA,4
454,835,811,Data Engineer,"AWS, Snowflake",Full-Time,STEM-OPT,Yes,Columbia,MO,USA,2022-02-19,2022-03-08,Glassdoor,78950,11022,5,William Davis,Data,17
455,825,552,Salesforce Developer,".NET, AWS, Python",Contract,STEM-OPT,No,Springfield,IL,USA,2025-09-21,2025-11-11,LinkedIn,104346,9214,1,Gabriela Mccann,Security,14
456,516,886,Business Analyst,"AWS, React",Intern,CPT,No,Grand Rapids,MI,USA,2015-05-07,2023-04-06,Company Site,143166,10602,2,Christopher Shaw,Platform,12
457,264,383,Data Engineer,"Azure, Python",Intern,Citizen,No,Ann Arbor,MI,USA,2025-10-13,2025-10-27,LinkedIn,86195,10783,3,Henry Alvarez,QA,10
458,990,351,Salesforce Developer,"Power BI, SQL, Kubernetes",Intern,H1B,No,Orlando,FL,USA,2022-02-08,2023-10-13,Handshake,83563,2917,4,Joshua Rivera,Security,12
459,253,332,Software Engineer,"Tableau, Azure, .NET",Part-Time,Citizen,Yes,Bellevue,WA,USA,2023-01-23,2025-10-16,Company Site,127955,3792,4,Thomas Mitchell,Apps,16
460,140,638,Salesforce Developer,Kubernetes,Part-Time,STEM-OPT,Yes,Colorado Springs,CO,USA,2024-10-08,2025-08-27,LinkedIn,100022,13087,4,Kayla Jackson,Apps,6
461,200,452,Product Manager,Hadoop,Full-Time,H1B,No,Columbus,OH,USA,2023-05-15,2023-09-27,Glassdoor,110286,2345,3,Glenn Brown,Security,7
462,806,166,Security Analyst,AWS,Part-Time,Citizen,Yes,Cleveland,OH,USA,2016-02-18,2024-02-03,LinkedIn,106001,10229,1,Michael Greene,SRE,6
463,533,175,Data Engineer,"Kubernetes, Java, Node.js",Part-Time,OPT,Yes,Scottsdale,AZ,USA,2023-02-09,2024-08-21,Referral,86262,4706,2,Peter Leonard,Data,9
464,628,433,QA Engineer,"Tableau, React",Part-Time,H1B,No,Scottsdale,AZ,USA,2022-11-24,2024-05-09,Company Site,91556,4160,3,Jesse Jordan,Security,11
465,949,445,DevOps Engineer,"C++, Docker",Intern,Citizen,Yes,Tampa,FL,USA,2024-06-10,2024-06-23,Campus Career Fair,74874,10070,2,Lori Chambers,Apps,14
